name_en, category, name_jp, name_jp_phonetic, dex_num, photo_link, type_1, type_2, ability_1, ability_2, ability_3, hp, attack, defense, special attack, special defense, speed, 
Flareon, Flame Pokémon, ブースター, Booster, #0136, https://archives.bulbagarden.net/wiki/Category:Flareon, Fire, None, Flash Fire, None, Guts, 65, 130, 60, 95, 110, 65, 
Porygon, Virtual Pokémon, ポリゴン, Porygon, #0137, https://archives.bulbagarden.net/wiki/Category:Porygon, Normal, None, Trace, Download, Analytic, 65, 60, 70, 85, 75, 40, 
Omanyte, Spiral Pokémon, オムナイト, Omnite, #0138, https://archives.bulbagarden.net/wiki/Category:Omanyte, Rock, Water, Swift Swim, Shell Armor, Weak Armor, 35, 40, 100, 90, 55, 35, 
Omastar, Spiral Pokémon, オムスター, Omstar, #0139, https://archives.bulbagarden.net/wiki/Category:Omastar, Rock, Water, Swift Swim, Shell Armor, Weak Armor, 70, 60, 125, 115, 70, 55, 
Kabuto, Shellfish Pokémon, カブト, Kabuto, #0140, https://archives.bulbagarden.net/wiki/Category:Kabuto, Rock, Water, Swift Swim, Battle Armor, Weak Armor, 30, 80, 90, 55, 45, 55, 
Kabutops, Shellfish Pokémon, カブトプス, Kabutops, #0141, https://archives.bulbagarden.net/wiki/Category:Kabutops, Rock, Water, Swift Swim, Battle Armor, Weak Armor, 60, 115, 105, 65, 70, 80, 
Aerodactyl, Fossil Pokémon, プテラ, Ptera, #0142, https://archives.bulbagarden.net/wiki/Category:Aerodactyl, Rock, Flying, Rock Head, Pressure, Unnerve, 80, 105, 65, 60, 75, 130, 
Snorlax, Sleeping Pokémon, カビゴン, Kabigon, #0143, https://archives.bulbagarden.net/wiki/Category:Snorlax, Normal, None, Immunity, Thick Fat, Gluttony, 160, 110, 65, 65, 110, 30, 
Articuno,  Pokémon, フリーザー, Freezer, #0144, https://archives.bulbagarden.net/wiki/Category:Articuno, Ice, Flying, Pressure, None, Snow Cloak, 90, 85, 100, 95, 125, 85, 
Zapdos,  Pokémon, サンダー, Thunder, #0145, https://archives.bulbagarden.net/wiki/Category:Zapdos, Electric, Flying, Pressure, None, Static, 90, 90, 85, 125, 90, 100, 
Moltres,  Pokémon, ファイヤー, Fire, #0146, https://archives.bulbagarden.net/wiki/Category:Moltres, Fire, Flying, Pressure, None, Flame Body, 90, 100, 90, 125, 85, 90, 
Dratini, Dragon Pokémon, ミニリュウ, Miniryu, #0147, https://archives.bulbagarden.net/wiki/Category:Dratini, Dragon, None, Shed Skin, None, Marvel Scale, 41, 64, 45, 50, 50, 50, 
Dragonair, Dragon Pokémon, ハクリュー, Hakuryu, #0148, https://archives.bulbagarden.net/wiki/Category:Dragonair, Dragon, None, Shed Skin, None, Marvel Scale, 61, 84, 65, 70, 70, 70, 
Dragonite, Dragon Pokémon, カイリュー, Kairyu, #0149, https://archives.bulbagarden.net/wiki/Category:Dragonite, Dragon, Flying, Inner Focus, None, Multiscale, 91, 134, 95, 100, 100, 80, 
Mewtwo, Genetic Pokémon, ミュウツー, Mewtwo, #0150, https://archives.bulbagarden.net/wiki/Category:Mewtwo, Psychic, None, Pressure, None, Unnerve, 106, 110, 90, 154, 90, 130, 
Mew,  Pokémon, ミュウ, Mew, #0151, https://archives.bulbagarden.net/wiki/Category:Mew, Psychic, None, Synchronize, None, None, 100, 100, 100, 100, 100, 100, 
Chikorita, Leaf Pokémon, チコリータ, Chicorita, #0152, https://archives.bulbagarden.net/wiki/Category:Chikorita, Grass, None, Overgrow, None, Leaf Guard, 45, 49, 65, 49, 65, 45, 
Bayleef, Leaf Pokémon, ベイリーフ, Bayleaf, #0153, https://archives.bulbagarden.net/wiki/Category:Bayleef, Grass, None, Overgrow, None, Leaf Guard, 60, 62, 80, 63, 80, 60, 
Meganium, Herb Pokémon, メガニウム, Meganium, #0154, https://archives.bulbagarden.net/wiki/Category:Meganium, Grass, None, Overgrow, None, Leaf Guard, 80, 82, 100, 83, 100, 80, 
Cyndaquil, Fire Mouse Pokémon, ヒノアラシ, Hinoarashi, #0155, https://archives.bulbagarden.net/wiki/Category:Cyndaquil, Fire, None, Blaze, None, Flash Fire, 39, 52, 43, 60, 50, 65, 
Quilava, Volcano Pokémon, マグマラシ, Magmarashi, #0156, https://archives.bulbagarden.net/wiki/Category:Quilava, Fire, None, Blaze, None, Flash Fire, 58, 64, 58, 80, 65, 80, 
Typhlosion,  Pokémon, バクフーン, Bakphoon, #0157, https://archives.bulbagarden.net/wiki/Category:Typhlosion, Fire, None, Blaze, None, Flash Fire, 78, 84, 78, 109, 85, 100, 
Totodile, Big Jaw Pokémon, ワニノコ, Waninoko, #0158, https://archives.bulbagarden.net/wiki/Category:Totodile, Water, None, Torrent, None, Sheer Force, 50, 65, 64, 44, 48, 43, 
Croconaw, Big Jaw Pokémon, アリゲイツ, Alligates, #0159, https://archives.bulbagarden.net/wiki/Category:Croconaw, Water, None, Torrent, None, Sheer Force, 65, 80, 80, 59, 63, 58, 
Feraligatr, Big Jaw Pokémon, オーダイル, Ordile, #0160, https://archives.bulbagarden.net/wiki/Category:Feraligatr, Water, None, Torrent, None, Sheer Force, 85, 105, 100, 79, 83, 78, 
Sentret, Scout Pokémon, オタチ, Otachi, #0161, https://archives.bulbagarden.net/wiki/Category:Sentret, Normal, None, Run Away, Keen Eye, Frisk, 35, 46, 34, 35, 45, 20, 
Furret, Long Body Pokémon, オオタチ, Ootachi, #0162, https://archives.bulbagarden.net/wiki/Category:Furret, Normal, None, Run Away, Keen Eye, Frisk, 85, 76, 64, 45, 55, 90, 
Hoothoot, Owl Pokémon, ホーホー, Hoho, #0163, https://archives.bulbagarden.net/wiki/Category:Hoothoot, Normal, Flying, Insomnia, Keen Eye, Tinted Lens, 60, 30, 30, 36, 56, 50, 
Noctowl, Owl Pokémon, ヨルノズク, Yorunozuku, #0164, https://archives.bulbagarden.net/wiki/Category:Noctowl, Normal, Flying, Insomnia, Keen Eye, Tinted Lens, 100, 50, 50, 86, 96, 70, 
Ledyba, Five Star Pokémon, レディバ, Rediba, #0165, https://archives.bulbagarden.net/wiki/Category:Ledyba, Bug, Flying, Swarm, Early Bird, Rattled, 40, 20, 30, 40, 80, 55, 
Ledian, Five Star Pokémon, レディアン, Redian, #0166, https://archives.bulbagarden.net/wiki/Category:Ledian, Bug, Flying, Swarm, Early Bird, Iron Fist, 55, 35, 50, 55, 110, 85, 
Spinarak,  Pokémon, イトマル, Itomaru, #0167, https://archives.bulbagarden.net/wiki/Category:Spinarak, Bug, Poison, Swarm, Insomnia, Sniper, 40, 60, 40, 40, 40, 30, 
Ariados, Long Leg Pokémon, アリアドス, Ariados, #0168, https://archives.bulbagarden.net/wiki/Category:Ariados, Bug, Poison, Swarm, Insomnia, Sniper, 70, 90, 70, 60, 70, 40, 
Crobat, Bat Pokémon, クロバット, Crobat, #0169, https://archives.bulbagarden.net/wiki/Category:Crobat, Poison, Flying, Inner Focus, None, Infiltrator, 85, 90, 80, 70, 80, 130, 
Chinchou, Angler Pokémon, チョンチー, Chonchie, #0170, https://archives.bulbagarden.net/wiki/Category:Chinchou, Water, Electric, Volt Absorb, Illuminate, Water Absorb, 75, 38, 38, 56, 56, 67, 
Lanturn, Light Pokémon, ランターン, Lantern, #0171, https://archives.bulbagarden.net/wiki/Category:Lanturn, Water, Electric, Volt Absorb, Illuminate, Water Absorb, 125, 58, 58, 76, 76, 67, 
Pichu, Tiny Mouse Pokémon, ピチュー, Pichu, #0172, https://archives.bulbagarden.net/wiki/Category:Pichu, Electric, None, Static, None, Lightning Rod, 20, 40, 15, 35, 35, 60, 
Cleffa,  Pokémon, ピィ, Py, #0173, https://archives.bulbagarden.net/wiki/Category:Cleffa, Fairy, None, Cute Charm, Magic Guard, Friend Guard, 50, 25, 28, 45, 55, 15, 
Igglybuff, Balloon Pokémon, ププリン, Pupurin, #0174, https://archives.bulbagarden.net/wiki/Category:Igglybuff, Normal, Fairy, Cute Charm, Competitive, Friend Guard, 90, 30, 15, 40, 20, 15, 
Togepi, Spike Ball Pokémon, トゲピー, Togepy, #0175, https://archives.bulbagarden.net/wiki/Category:Togepi, Fairy, None, Hustle, Serene Grace, Super Luck, 35, 20, 65, 40, 65, 20, 
Togetic, Happiness Pokémon, トゲチック, Togechick, #0176, https://archives.bulbagarden.net/wiki/Category:Togetic, Fairy, Flying, Hustle, Serene Grace, Super Luck, 55, 40, 85, 80, 105, 40, 
Natu,  Pokémon, ネイティ, Naty, #0177, https://archives.bulbagarden.net/wiki/Category:Natu, Psychic, Flying, Synchronize, Early Bird, Magic Bounce, 40, 50, 45, 70, 45, 70, 
Xatu, Mystic Pokémon, ネイティオ, Natio, #0178, https://archives.bulbagarden.net/wiki/Category:Xatu, Psychic, Flying, Synchronize, Early Bird, Magic Bounce, 65, 75, 70, 95, 70, 95, 
Mareep, Wool Pokémon, メリープ, Merriep, #0179, https://archives.bulbagarden.net/wiki/Category:Mareep, Electric, None, Static, None, Plus, 55, 40, 40, 65, 45, 35, 
Flaaffy, Wool Pokémon, モココ, Mokoko, #0180, https://archives.bulbagarden.net/wiki/Category:Flaaffy, Electric, None, Static, None, Plus, 70, 55, 55, 80, 60, 45, 
Ampharos, Light Pokémon, デンリュウ, Denryu, #0181, https://archives.bulbagarden.net/wiki/Category:Ampharos, Electric, None, Static, None, Plus, 90, 75, 85, 115, 90, 55, 
Bellossom, Flower Pokémon, キレイハナ, Kireihana, #0182, https://archives.bulbagarden.net/wiki/Category:Bellossom, Grass, None, Chlorophyll, None, Healer, 75, 80, 95, 90, 100, 50, 
Marill,  Pokémon, マリル, Maril, #0183, https://archives.bulbagarden.net/wiki/Category:Marill, Water, Fairy, Thick Fat, Huge Power, Sap Sipper, 70, 20, 50, 20, 50, 40, 
Azumarill,  Pokémon, マリルリ, Marilli, #0184, https://archives.bulbagarden.net/wiki/Category:Azumarill, Water, Fairy, Thick Fat, Huge Power, Sap Sipper, 100, 50, 80, 60, 80, 50, 
Sudowoodo, Imitation Pokémon, ウソッキー, Usokkie, #0185, https://archives.bulbagarden.net/wiki/Category:Sudowoodo, Rock, None, Sturdy, Rock Head, Rattled, 70, 100, 115, 30, 65, 30, 
Politoed, Frog Pokémon, ニョロトノ, Nyorotono, #0186, https://archives.bulbagarden.net/wiki/Category:Politoed, Water, None, Water Absorb, Damp, Drizzle, 90, 75, 75, 90, 100, 70, 
Hoppip, Cottonweed Pokémon, ハネッコ, Hanecco, #0187, https://archives.bulbagarden.net/wiki/Category:Hoppip, Grass, Flying, Chlorophyll, Leaf Guard, Infiltrator, 35, 35, 40, 35, 55, 50, 
Skiploom, Cottonweed Pokémon, ポポッコ, Popocco, #0188, https://archives.bulbagarden.net/wiki/Category:Skiploom, Grass, Flying, Chlorophyll, Leaf Guard, Infiltrator, 55, 45, 50, 45, 65, 80, 
Jumpluff, Cottonweed Pokémon, ワタッコ, Watacco, #0189, https://archives.bulbagarden.net/wiki/Category:Jumpluff, Grass, Flying, Chlorophyll, Leaf Guard, Infiltrator, 75, 55, 70, 55, 95, 110, 
Aipom, Long Tail Pokémon, エイパム, Eipam, #0190, https://archives.bulbagarden.net/wiki/Category:Aipom, Normal, None, Run Away, Pickup, Skill Link, 55, 70, 55, 40, 55, 85, 
Sunkern, Seed Pokémon, ヒマナッツ, Himanuts, #0191, https://archives.bulbagarden.net/wiki/Category:Sunkern, Grass, None, Chlorophyll, Solar Power, Early Bird, 30, 30, 30, 30, 30, 30, 
Sunflora, Sun Pokémon, キマワリ, Kimawari, #0192, https://archives.bulbagarden.net/wiki/Category:Sunflora, Grass, None, Chlorophyll, Solar Power, Early Bird, 75, 75, 55, 105, 85, 30, 
Yanma, Clear Wing Pokémon, ヤンヤンマ, Yanyanma, #0193, https://archives.bulbagarden.net/wiki/Category:Yanma, Bug, Flying, Speed Boost, Compound Eyes, Frisk, 65, 65, 45, 75, 45, 95, 
Wooper,  Pokémon, ウパー, Upah, #0194, https://archives.bulbagarden.net/wiki/Category:Wooper, Water, Ground, Damp, Water Absorb, Unaware, 55, 45, 45, 25, 25, 15, 
Quagsire, Water Fish Pokémon, ヌオー, Nuoh, #0195, https://archives.bulbagarden.net/wiki/Category:Quagsire, Water, Ground, Damp, Water Absorb, Unaware, 95, 85, 85, 65, 65, 35, 
Espeon, Sun Pokémon, エーフィ, Eifie, #0196, https://archives.bulbagarden.net/wiki/Category:Espeon, Psychic, None, Synchronize, None, Magic Bounce, 65, 65, 60, 130, 95, 110, 
Umbreon, Moonlight Pokémon, ブラッキー, Bracky, #0197, https://archives.bulbagarden.net/wiki/Category:Umbreon, Dark, None, Synchronize, None, Inner Focus, 95, 65, 110, 60, 130, 65, 
Murkrow, Darkness Pokémon, ヤミカラス, Yamikarasu, #0198, https://archives.bulbagarden.net/wiki/Category:Murkrow, Dark, Flying, Insomnia, Super Luck, Prankster, 60, 85, 42, 85, 42, 91, 
Slowking,  Pokémon, ヤドキング, Yadoking, #0199, https://archives.bulbagarden.net/wiki/Category:Slowking, Water, Psychic, Oblivious, Own Tempo, Regenerator, 95, 75, 80, 100, 110, 30, 
Misdreavus, Screech Pokémon, ムウマ, Muma, #0200, https://archives.bulbagarden.net/wiki/Category:Misdreavus, Ghost, None, Levitate, None, None, 60, 60, 60, 85, 85, 85, 
Unown, Symbol Pokémon, アンノーン, Unknown, #0201, https://archives.bulbagarden.net/wiki/Category:Unown, Psychic, None, Levitate, None, None, 48, 72, 48, 72, 48, 48, 
Wobbuffet, Patient Pokémon, ソーナンス, Sonans, #0202, https://archives.bulbagarden.net/wiki/Category:Wobbuffet, Psychic, None, Shadow Tag, None, Telepathy, 190, 33, 58, 33, 58, 33, 
Girafarig, Long Neck Pokémon, キリンリキ, Kirinriki, #0203, https://archives.bulbagarden.net/wiki/Category:Girafarig, Normal, Psychic, Inner Focus, Early Bird, Sap Sipper, 70, 80, 65, 90, 65, 85, 
Pineco, Bagworm Pokémon, クヌギダマ, Kunugidama, #0204, https://archives.bulbagarden.net/wiki/Category:Pineco, Bug, None, Sturdy, None, Overcoat, 50, 65, 90, 35, 35, 15, 
Forretress, Bagworm Pokémon, フォレトス, Foretos, #0205, https://archives.bulbagarden.net/wiki/Category:Forretress, Bug, Steel, Sturdy, None, Overcoat, 75, 90, 140, 60, 60, 40, 
Dunsparce, Land Snake Pokémon, ノコッチ, Nokocchi, #0206, https://archives.bulbagarden.net/wiki/Category:Dunsparce, Normal, None, Serene Grace, Run Away, Rattled, 100, 70, 70, 65, 65, 45, 
Gligar,  Pokémon, グライガー, Gliger, #0207, https://archives.bulbagarden.net/wiki/Category:Gligar, Ground, Flying, Hyper Cutter, Sand Veil, Immunity, 65, 75, 105, 35, 65, 85, 
Steelix, Iron Snake Pokémon, ハガネール, Haganeil, #0208, https://archives.bulbagarden.net/wiki/Category:Steelix, Steel, Ground, Rock Head, Sturdy, Sheer Force, 75, 85, 200, 55, 65, 30, 
Snubbull, Fairy Pokémon, ブルー, Bulu, #0209, https://archives.bulbagarden.net/wiki/Category:Snubbull, Fairy, None, Intimidate, Run Away, Rattled, 60, 80, 50, 40, 40, 30, 
Granbull, Fairy Pokémon, グランブル, Granbulu, #0210, https://archives.bulbagarden.net/wiki/Category:Granbull, Fairy, None, Intimidate, Quick Feet, Rattled, 90, 120, 75, 60, 60, 45, 
Qwilfish, Balloon Pokémon, ハリーセン, Harysen, #0211, https://archives.bulbagarden.net/wiki/Category:Qwilfish, Water, Poison, Poison Point, Swift Swim, Intimidate, 65, 95, 85, 55, 55, 85, 
Scizor,  Pokémon, ハッサム, Hassam, #0212, https://archives.bulbagarden.net/wiki/Category:Scizor, Bug, Steel, Swarm, Technician, Light Metal, 70, 130, 100, 55, 80, 65, 
Shuckle, Mold Pokémon, ツボツボ, Tsubotsubo, #0213, https://archives.bulbagarden.net/wiki/Category:Shuckle, Bug, Rock, Sturdy, Gluttony, Contrary, 20, 10, 230, 10, 230, 5, 
Heracross,  Pokémon, ヘラクロス, Heracros, #0214, https://archives.bulbagarden.net/wiki/Category:Heracross, Bug, Fighting, Swarm, Guts, Moxie, 80, 125, 75, 40, 95, 85, 
Sneasel, Sharp Claw Pokémon, ニューラ, Nyula, #0215, https://archives.bulbagarden.net/wiki/Category:Sneasel, Dark, Ice, Inner Focus, Keen Eye, Pickpocket, 55, 95, 55, 35, 75, 115, 
Teddiursa,  Pokémon, ヒメグマ, Himeguma, #0216, https://archives.bulbagarden.net/wiki/Category:Teddiursa, Normal, None, Pickup, Quick Feet, Honey Gather, 60, 80, 50, 50, 50, 40, 
Ursaring,  Pokémon, リングマ, Ringuma, #0217, https://archives.bulbagarden.net/wiki/Category:Ursaring, Normal, None, Guts, Quick Feet, Unnerve, 90, 130, 75, 75, 75, 55, 
Slugma, Lava Pokémon, マグマッグ, Magmag, #0218, https://archives.bulbagarden.net/wiki/Category:Slugma, Fire, None, Magma Armor, Flame Body, Weak Armor, 40, 40, 40, 70, 40, 20, 
Magcargo, Lava Pokémon, マグカルゴ, Magcargot, #0219, https://archives.bulbagarden.net/wiki/Category:Magcargo, Fire, Rock, Magma Armor, Flame Body, Weak Armor, 60, 50, 120, 90, 80, 30, 
Swinub, Pig Pokémon, ウリムー, Urimoo, #0220, https://archives.bulbagarden.net/wiki/Category:Swinub, Ice, Ground, Oblivious, Snow Cloak, Thick Fat, 50, 50, 40, 30, 30, 50, 
Piloswine, Swine Pokémon, イノムー, Inomoo, #0221, https://archives.bulbagarden.net/wiki/Category:Piloswine, Ice, Ground, Oblivious, Snow Cloak, Thick Fat, 100, 100, 80, 60, 60, 50, 
Corsola, Coral Pokémon, サニーゴ, Sunnygo, #0222, https://archives.bulbagarden.net/wiki/Category:Corsola, Water, Rock, Hustle, Natural Cure, Regenerator, 65, 55, 95, 65, 95, 35, 
Remoraid, Jet Pokémon, テッポウオ, Teppouo, #0223, https://archives.bulbagarden.net/wiki/Category:Remoraid, Water, None, Hustle, Sniper, Moody, 35, 65, 35, 65, 35, 65, 
Octillery, Jet Pokémon, オクタン, Okutank, #0224, https://archives.bulbagarden.net/wiki/Category:Octillery, Water, None, Suction Cups, Sniper, Moody, 75, 105, 75, 105, 75, 45, 
Delibird, Delivery Pokémon, デリバード, Delibird, #0225, https://archives.bulbagarden.net/wiki/Category:Delibird, Ice, Flying, Vital Spirit, Hustle, Insomnia, 45, 55, 45, 65, 45, 75, 
Mantine, Kite Pokémon, マンタイン, Mantain, #0226, https://archives.bulbagarden.net/wiki/Category:Mantine, Water, Flying, Swift Swim, Water Absorb, Water Veil, 85, 40, 70, 80, 140, 70, 
Skarmory, Armor Bird Pokémon, エアームド, Airmd, #0227, https://archives.bulbagarden.net/wiki/Category:Skarmory, Steel, Flying, Keen Eye, Sturdy, Weak Armor, 65, 80, 140, 40, 70, 70, 
Houndour, Dark Pokémon, デルビル, Delvil, #0228, https://archives.bulbagarden.net/wiki/Category:Houndour, Dark, Fire, Early Bird, Flash Fire, Unnerve, 45, 60, 30, 80, 50, 65, 
Houndoom, Dark Pokémon, ヘルガー, Hellgar, #0229, https://archives.bulbagarden.net/wiki/Category:Houndoom, Dark, Fire, Early Bird, Flash Fire, Unnerve, 75, 90, 50, 110, 80, 95, 
Kingdra, Dragon Pokémon, キングドラ, Kingdra, #0230, https://archives.bulbagarden.net/wiki/Category:Kingdra, Water, Dragon, Swift Swim, Sniper, Damp, 75, 95, 95, 95, 95, 85, 
Phanpy, Long Nose Pokémon, ゴマゾウ, Gomazou, #0231, https://archives.bulbagarden.net/wiki/Category:Phanpy, Ground, None, Pickup, None, Sand Veil, 90, 60, 60, 40, 40, 40, 
Donphan, Armor Pokémon, ドンファン, Donfan, #0232, https://archives.bulbagarden.net/wiki/Category:Donphan, Ground, None, Sturdy, None, Sand Veil, 90, 120, 120, 60, 60, 50, 
Porygon2, Virtual Pokémon, ポリゴン２, Porygon2, #0233, https://archives.bulbagarden.net/wiki/Category:Porygon2, Normal, None, Trace, Download, Analytic, 85, 80, 90, 105, 95, 60, 
Stantler, Big Horn Pokémon, オドシシ, Odoshishi, #0234, https://archives.bulbagarden.net/wiki/Category:Stantler, Normal, None, Intimidate, Frisk, Sap Sipper, 73, 95, 62, 85, 65, 85, 
Smeargle, Painter Pokémon, ドーブル, Doble, #0235, https://archives.bulbagarden.net/wiki/Category:Smeargle, Normal, None, Own Tempo, Technician, Moody, 55, 20, 35, 20, 45, 75, 
Tyrogue, Scuffle Pokémon, バルキー, Balkie, #0236, https://archives.bulbagarden.net/wiki/Category:Tyrogue, Fighting, None, Guts, Steadfast, Vital Spirit, 35, 35, 35, 35, 35, 35, 
Hitmontop, Handstand Pokémon, カポエラー, Kapoerer, #0237, https://archives.bulbagarden.net/wiki/Category:Hitmontop, Fighting, None, Intimidate, Technician, Steadfast, 50, 95, 95, 35, 110, 70, 
Smoochum, Kiss Pokémon, ムチュール, Muchul, #0238, https://archives.bulbagarden.net/wiki/Category:Smoochum, Ice, Psychic, Oblivious, Forewarn, Hydration, 45, 30, 15, 85, 65, 65, 
Elekid, Electric Pokémon, エレキッド, Elekid, #0239, https://archives.bulbagarden.net/wiki/Category:Elekid, Electric, None, Static, None, Vital Spirit, 45, 63, 37, 65, 55, 95, 
Magby, Live Coal Pokémon, ブビィ, Buby, #0240, https://archives.bulbagarden.net/wiki/Category:Magby, Fire, None, Flame Body, None, Vital Spirit, 45, 75, 37, 70, 55, 83, 
Miltank, Milk Cow Pokémon, ミルタンク, Miltank, #0241, https://archives.bulbagarden.net/wiki/Category:Miltank, Normal, None, Thick Fat, Scrappy, Sap Sipper, 95, 80, 105, 40, 70, 100, 
Blissey, Happiness Pokémon, ハピナス, Happinas, #0242, https://archives.bulbagarden.net/wiki/Category:Blissey, Normal, None, Natural Cure, Serene Grace, Healer, 255, 10, 10, 75, 135, 55, 
Raikou, Thunder Pokémon, ライコウ, Raikou, #0243, https://archives.bulbagarden.net/wiki/Category:Raikou, Electric, None, Pressure, None, Inner Focus, 90, 85, 75, 115, 100, 115, 
